UTIL. DA GPU,SCLK DA GPU,MCLK DA GPU,TEMP. DA GPU,TEMP. DE PONTO DE ACESSO DA GPU,ENERGIA DA GPU,VENT. DA GPU,UTIL. MEM. GPU,FPS,UTIL. DA CPU,UTIL. MEM. SISTEMA
60.12,507.67,1915.12,55.63,56.82,8.01,0.00,1759.50,149.43,6.45,8.18
22.000,1485.000,1982.000,54.000,56.000,10,0.000,1625.000,164.000,7.55,8.81
17.000,1019.000,1978.000,54.000,55.000,10,0.000,1636.000,156.000,6.65,8.82
22.000,1023.000,1990.000,54.000,56.000,10,0.000,1636.000,165.000,7.65,8.82
12.000,279.000,1976.000,54.000,55.000,10,0.000,1636.000,163.000,4.18,8.81
10.000,213.000,1976.000,54.000,55.000,10,0.000,1636.000,156.000,7.06,8.81
26.000,1093.000,1984.000,53.000,55.000,10,0.000,1636.000,154.000,6.49,8.82
27.000,1102.000,1976.000,54.000,55.000,10,0.000,1636.000,162.000,4.99,8.82
26.000,1145.000,1988.000,54.000,55.000,10,0.000,1639.000,151.000,9.25,8.82
26.000,1048.000,1978.000,54.000,56.000,10,0.000,1642.000,123.000,4.12,8.82
20.000,1023.000,1986.000,54.000,55.000,9,0.000,1642.000,108.000,4.26,8.83
18.000,913.000,1986.000,54.000,56.000,9,0.000,1667.000,122.000,7.02,8.82
18.000,902.000,1976.000,54.000,56.000,10,0.000,1673.000,140.000,14.28,8.82
15.000,317.000,1986.000,54.000,56.000,10,0.000,1681.000,159.000,4.49,8.82
26.000,1047.000,1984.000,54.000,56.000,10,0.000,1681.000,163.000,6.70,8.82
10.000,232.000,1986.000,54.000,56.000,9,0.000,1693.000,150.000,7.30,8.84
23.000,988.000,1986.000,54.000,56.000,9,0.000,1693.000,158.000,4.25,8.84
23.000,987.000,1988.000,54.000,56.000,9,0.000,1675.000,149.000,6.77,8.80
18.000,852.000,1984.000,54.000,56.000,9,0.000,1675.000,162.000,6.85,8.80
61.000,496.000,1984.000,54.000,55.000,8,0.000,1677.000,158.000,5.26,8.80
61.000,493.000,1988.000,54.000,55.000,8,0.000,1677.000,165.000,3.65,8.80
61.000,496.000,1978.000,54.000,55.000,8,0.000,1677.000,151.000,13.53,8.80
51.000,493.000,1342.000,54.000,55.000,7,0.000,1677.000,152.000,6.31,8.80
51.000,493.000,1342.000,54.000,55.000,7,0.000,1677.000,152.000,6.31,8.80
53.000,493.000,1344.000,53.000,54.000,7,0.000,1677.000,159.000,5.33,8.80
56.000,493.000,1986.000,54.000,55.000,8,0.000,1677.000,158.000,6.34,8.80
62.000,494.000,1978.000,54.000,55.000,8,0.000,1679.000,161.000,6.19,8.80
67.000,494.000,1990.000,54.000,55.000,8,0.000,1682.000,155.000,3.84,8.80
56.000,493.000,1980.000,54.000,55.000,8,0.000,1682.000,149.000,6.91,8.80
67.000,493.000,1988.000,54.000,55.000,8,0.000,1688.000,142.000,7.59,8.79
55.000,493.000,1980.000,54.000,55.000,8,0.000,1688.000,143.000,6.68,8.68
67.000,517.000,1982.000,54.000,55.000,8,0.000,1690.000,152.000,4.02,8.68
64.000,494.000,1988.000,54.000,55.000,8,0.000,1690.000,150.000,5.97,8.68
61.000,499.000,1990.000,54.000,55.000,8,0.000,1697.000,148.000,5.49,8.68
69.000,496.000,1982.000,54.000,55.000,8,0.000,1701.000,144.000,5.08,8.68
58.000,493.000,1980.000,54.000,55.000,8,0.000,1710.000,116.000,7.95,8.68
42.000,493.000,1984.000,54.000,55.000,8,0.000,1712.000,151.000,7.34,8.68
64.000,493.000,1990.000,54.000,55.000,8,0.000,1712.000,156.000,3.28,8.68
60.000,494.000,1980.000,54.000,55.000,8,0.000,1712.000,158.000,4.70,8.69
57.000,493.000,1988.000,54.000,55.000,8,0.000,1712.000,131.000,6.83,8.69
54.000,493.000,1980.000,54.000,55.000,8,0.000,1712.000,136.000,5.90,8.69
58.000,493.000,1990.000,54.000,55.000,8,0.000,1712.000,131.000,5.50,8.69
56.000,493.000,1978.000,54.000,55.000,8,0.000,1717.000,134.000,6.77,8.68
43.000,493.000,1978.000,54.000,55.000,8,0.000,1717.000,123.000,7.40,8.68
54.000,493.000,1988.000,54.000,55.000,8,0.000,1717.000,149.000,4.25,8.68
62.000,493.000,1980.000,54.000,55.000,8,0.000,1717.000,142.000,7.68,8.68
67.000,493.000,1990.000,54.000,55.000,8,0.000,1720.000,144.000,7.10,8.68
71.000,501.000,1984.000,54.000,55.000,8,0.000,1722.000,150.000,4.14,8.68
45.000,493.000,1986.000,54.000,55.000,8,0.000,1722.000,152.000,4.87,8.68
45.000,493.000,1988.000,54.000,55.000,8,0.000,1722.000,138.000,6.03,8.68
59.000,493.000,1984.000,54.000,55.000,8,0.000,1722.000,155.000,5.82,8.68
53.000,493.000,1980.000,54.000,55.000,8,0.000,1722.000,141.000,6.47,8.68
63.000,493.000,1988.000,54.000,55.000,8,0.000,1733.000,146.000,6.35,8.68
54.000,493.000,1978.000,53.000,55.000,8,0.000,1733.000,160.000,5.68,8.68
58.000,493.000,1980.000,54.000,55.000,8,0.000,1747.000,150.000,5.77,8.68
57.000,494.000,1980.000,54.000,55.000,8,0.000,1747.000,156.000,1.20,8.68
69.000,493.000,1988.000,54.000,55.000,8,0.000,1747.000,163.000,5.49,8.68
56.000,493.000,1990.000,54.000,55.000,8,0.000,1747.000,159.000,4.14,8.68
65.000,493.000,1980.000,54.000,55.000,8,0.000,1752.000,161.000,5.91,8.68
47.000,493.000,1980.000,54.000,55.000,8,0.000,1752.000,157.000,1.03,8.68
54.000,493.000,1980.000,53.000,55.000,8,0.000,1752.000,162.000,6.57,8.68
53.000,493.000,1990.000,54.000,55.000,8,0.000,1752.000,156.000,4.86,8.68
47.000,493.000,1978.000,54.000,55.000,8,0.000,1752.000,157.000,1.76,8.68
54.000,493.000,1980.000,54.000,55.000,8,0.000,1752.000,151.000,7.24,8.69
34.000,493.000,1978.000,54.000,55.000,8,0.000,1752.000,137.000,8.17,8.68
59.000,493.000,1982.000,54.000,55.000,8,0.000,1758.000,120.000,5.13,8.69
34.000,493.000,1978.000,54.000,55.000,8,0.000,1758.000,123.000,4.94,8.69
34.000,494.000,1990.000,54.000,55.000,8,0.000,1759.000,132.000,5.24,8.69
43.000,493.000,1988.000,54.000,55.000,8,0.000,1759.000,128.000,5.13,8.69
42.000,493.000,1980.000,54.000,55.000,8,0.000,1759.000,143.000,5.66,8.69
41.000,493.000,1982.000,54.000,55.000,8,0.000,1759.000,155.000,5.33,8.69
43.000,493.000,1982.000,54.000,55.000,8,0.000,1759.000,151.000,6.85,8.69
61.000,493.000,1988.000,54.000,55.000,8,0.000,1759.000,156.000,4.45,8.69
66.000,498.000,1980.000,54.000,55.000,8,0.000,1759.000,150.000,4.62,8.69
74.000,502.000,1982.000,54.000,55.000,8,0.000,1761.000,146.000,6.63,8.69
62.000,498.000,1988.000,54.000,55.000,8,0.000,1763.000,135.000,8.03,8.69
64.000,497.000,1988.000,54.000,55.000,8,0.000,1763.000,125.000,4.99,8.70
72.000,493.000,1984.000,54.000,55.000,8,0.000,1764.000,125.000,5.90,8.70
68.000,513.000,1980.000,54.000,55.000,8,0.000,1764.000,126.000,8.20,8.70
67.000,494.000,1982.000,54.000,55.000,8,0.000,1764.000,125.000,7.38,8.70
44.000,799.000,1992.000,54.000,55.000,8,0.000,1771.000,126.000,5.45,8.70
61.000,515.000,1978.000,54.000,55.000,8,0.000,1771.000,155.000,4.75,8.70
54.000,495.000,1986.000,54.000,55.000,8,0.000,1771.000,165.000,7.94,8.70
61.000,493.000,1980.000,54.000,55.000,8,0.000,1771.000,164.000,3.16,8.70
59.000,493.000,1978.000,54.000,55.000,8,0.000,1771.000,165.000,5.83,8.70
60.000,493.000,1982.000,54.000,55.000,8,0.000,1771.000,165.000,7.70,8.70
61.000,541.000,1978.000,54.000,55.000,8,0.000,1777.000,110.000,16.48,8.75
75.000,571.000,1980.000,54.000,55.000,9,0.000,1777.000,165.000,5.61,8.75
63.000,585.000,1978.000,54.000,55.000,9,0.000,1777.000,152.000,14.60,8.75
72.000,522.000,1984.000,54.000,55.000,9,0.000,1777.000,165.000,7.56,8.75
70.000,582.000,1982.000,54.000,56.000,9,0.000,1777.000,165.000,3.82,8.75
72.000,533.000,1982.000,54.000,56.000,9,0.000,1777.000,165.000,7.32,8.75
66.000,537.000,1990.000,54.000,56.000,8,0.000,1777.000,165.000,6.54,8.75
66.000,513.000,1990.000,54.000,56.000,8,0.000,1777.000,165.000,6.60,8.75
67.000,493.000,1980.000,54.000,55.000,8,0.000,1777.000,165.000,4.08,8.75
67.000,498.000,1982.000,54.000,56.000,8,0.000,1777.000,165.000,4.15,8.75
72.000,538.000,1982.000,54.000,56.000,9,0.000,1777.000,165.000,3.46,8.75
56.000,496.000,1980.000,54.000,55.000,8,0.000,1783.000,165.000,4.54,8.75
71.000,494.000,1982.000,54.000,55.000,8,0.000,1783.000,165.000,3.85,8.76
70.000,494.000,1982.000,54.000,55.000,8,0.000,1783.000,165.000,5.80,8.76
65.000,494.000,1980.000,54.000,56.000,8,0.000,1783.000,165.000,4.90,8.76
70.000,495.000,1992.000,54.000,55.000,8,0.000,1783.000,165.000,5.70,8.76
62.000,494.000,1980.000,54.000,55.000,8,0.000,1783.000,165.000,2.67,8.76
63.000,494.000,1980.000,54.000,56.000,8,0.000,1783.000,165.000,2.90,8.76
64.000,496.000,1982.000,54.000,55.000,8,0.000,1785.000,164.000,5.41,8.76
57.000,493.000,1980.000,54.000,55.000,8,0.000,1785.000,165.000,5.45,8.76
60.000,497.000,1988.000,54.000,56.000,8,0.000,1785.000,165.000,0.24,8.76
69.000,493.000,1982.000,54.000,55.000,8,0.000,1785.000,165.000,5.82,8.76
58.000,495.000,1980.000,54.000,55.000,8,0.000,1785.000,165.000,3.35,8.75
70.000,493.000,1988.000,54.000,55.000,8,0.000,1785.000,165.000,5.10,8.76
60.000,497.000,1980.000,54.000,56.000,8,0.000,1785.000,161.000,2.86,8.76
68.000,494.000,1990.000,54.000,56.000,8,0.000,1785.000,164.000,6.78,8.76
65.000,494.000,1982.000,54.000,55.000,8,0.000,1785.000,163.000,7.92,8.78
68.000,496.000,1992.000,54.000,55.000,8,0.000,1787.000,142.000,13.07,8.80
54.000,493.000,1986.000,54.000,55.000,8,0.000,1791.000,119.000,11.19,8.85
46.000,493.000,1980.000,54.000,55.000,8,0.000,1793.000,137.000,7.14,8.83
78.000,518.000,1992.000,54.000,56.000,9,0.000,1793.000,164.000,3.33,8.77
68.000,522.000,1980.000,54.000,56.000,9,0.000,1793.000,165.000,5.02,8.76
68.000,529.000,1982.000,54.000,55.000,9,0.000,1793.000,164.000,7.64,8.77
68.000,502.000,1980.000,54.000,56.000,8,0.000,1793.000,164.000,5.38,8.76
71.000,521.000,1982.000,54.000,55.000,8,0.000,1793.000,165.000,6.99,8.76
68.000,517.000,1982.000,54.000,56.000,9,0.000,1795.000,165.000,6.30,8.77
70.000,553.000,1980.000,54.000,56.000,8,0.000,1795.000,120.000,8.27,8.77
69.000,548.000,1982.000,54.000,56.000,9,0.000,1792.000,151.000,6.25,8.70
74.000,579.000,1982.000,55.000,56.000,9,0.000,1790.000,156.000,7.76,8.71
72.000,507.000,1982.000,54.000,55.000,8,0.000,1794.000,140.000,7.51,8.70
76.000,514.000,1982.000,54.000,56.000,8,0.000,1796.000,151.000,5.69,8.69
66.000,521.000,1980.000,54.000,55.000,8,0.000,1796.000,149.000,2.71,8.69
71.000,524.000,1982.000,54.000,55.000,8,0.000,1796.000,153.000,4.59,8.70
75.000,550.000,1982.000,54.000,56.000,9,0.000,1796.000,163.000,6.67,8.70
76.000,534.000,1992.000,54.000,55.000,9,0.000,1796.000,159.000,6.86,8.70
70.000,515.000,1984.000,55.000,56.000,9,0.000,1796.000,165.000,3.85,8.70
68.000,526.000,1982.000,54.000,56.000,9,0.000,1796.000,159.000,7.98,8.70
69.000,528.000,1982.000,55.000,56.000,9,0.000,1796.000,165.000,5.30,8.70
78.000,520.000,1992.000,55.000,55.000,9,0.000,1796.000,164.000,6.53,8.70
62.000,508.000,1980.000,54.000,56.000,9,0.000,1796.000,164.000,4.01,8.70
55.000,533.000,1980.000,54.000,56.000,8,0.000,1805.000,158.000,7.25,8.73
62.000,512.000,1982.000,54.000,56.000,9,0.000,1805.000,164.000,7.83,8.73
64.000,513.000,1980.000,54.000,56.000,9,0.000,1805.000,127.000,27.14,8.74
68.000,499.000,1984.000,54.000,56.000,8,0.000,1805.000,151.000,2.17,8.74
54.000,493.000,1980.000,54.000,55.000,8,0.000,1805.000,131.000,6.95,8.74
59.000,493.000,1990.000,54.000,55.000,8,0.000,1805.000,136.000,6.11,8.74
35.000,701.000,1980.000,54.000,55.000,8,0.000,1805.000,112.000,6.97,8.74
75.000,503.000,1984.000,54.000,56.000,8,0.000,1805.000,127.000,6.95,8.73
72.000,528.000,1990.000,54.000,56.000,8,0.000,1805.000,129.000,2.04,8.74
64.000,496.000,1984.000,54.000,55.000,8,0.000,1805.000,121.000,5.74,8.74
60.000,494.000,1984.000,54.000,56.000,8,0.000,1805.000,119.000,6.41,8.73
63.000,493.000,1980.000,54.000,55.000,8,0.000,1805.000,122.000,1.17,8.73
52.000,493.000,1978.000,54.000,56.000,8,0.000,1805.000,120.000,5.73,8.74
67.000,493.000,1982.000,54.000,56.000,8,0.000,1805.000,129.000,4.60,8.73
59.000,493.000,1988.000,54.000,56.000,8,0.000,1807.000,146.000,5.03,8.73
69.000,541.000,1982.000,54.000,56.000,9,0.000,1807.000,165.000,5.33,8.73
62.000,495.000,1982.000,54.000,55.000,8,0.000,1807.000,152.000,7.61,8.72
62.000,495.000,1982.000,54.000,55.000,8,0.000,1807.000,152.000,7.61,8.72
35.000,465.000,1314.000,53.000,55.000,5,0.000,1807.000,78.000,8.93,8.74
65.000,553.000,1980.000,54.000,55.000,9,0.000,1807.000,156.000,5.16,8.75
64.000,538.000,1982.000,54.000,55.000,9,0.000,1807.000,157.000,5.24,8.75
67.000,626.000,1980.000,54.000,56.000,9,0.000,1807.000,162.000,8.50,8.75
75.000,640.000,1984.000,54.000,56.000,9,0.000,1807.000,163.000,6.69,8.75
68.000,643.000,1982.000,54.000,56.000,9,0.000,1807.000,163.000,6.65,8.75
68.000,594.000,1984.000,54.000,55.000,9,0.000,1807.000,159.000,4.63,8.75
68.000,638.000,1980.000,54.000,56.000,9,0.000,1807.000,153.000,8.22,8.75
74.000,666.000,1984.000,55.000,56.000,9,0.000,1807.000,149.000,6.18,8.73
65.000,608.000,1982.000,54.000,56.000,9,0.000,1807.000,144.000,5.66,8.72
79.000,515.000,1984.000,54.000,56.000,8,0.000,1807.000,150.000,5.80,8.72
74.000,633.000,1990.000,54.000,56.000,9,0.000,1807.000,152.000,7.55,8.72
75.000,513.000,1980.000,54.000,56.000,9,0.000,1807.000,138.000,7.62,8.72
63.000,609.000,1988.000,55.000,56.000,9,0.000,1807.000,147.000,7.86,8.72
77.000,637.000,1986.000,55.000,56.000,9,0.000,1807.000,153.000,7.89,8.72
69.000,637.000,1980.000,54.000,56.000,9,0.000,1807.000,153.000,4.28,8.72
81.000,530.000,1982.000,55.000,56.000,9,0.000,1791.000,131.000,5.26,8.73
67.000,628.000,1980.000,54.000,56.000,8,0.000,1782.000,150.000,6.87,8.73
54.000,496.000,1988.000,54.000,56.000,8,0.000,1782.000,144.000,5.66,8.73
70.000,522.000,1982.000,54.000,56.000,8,0.000,1782.000,156.000,1.93,8.73
63.000,525.000,1980.000,54.000,56.000,8,0.000,1782.000,161.000,6.35,8.73
62.000,507.000,1982.000,54.000,56.000,8,0.000,1782.000,159.000,6.07,8.73
55.000,503.000,1980.000,54.000,56.000,8,0.000,1782.000,165.000,4.44,8.73
71.000,498.000,1984.000,54.000,55.000,8,0.000,1782.000,165.000,3.23,8.73
59.000,497.000,1982.000,54.000,56.000,8,0.000,1782.000,162.000,6.06,8.73
68.000,495.000,1982.000,54.000,55.000,8,0.000,1782.000,164.000,7.80,8.73
65.000,497.000,1988.000,54.000,55.000,8,0.000,1782.000,142.000,2.57,8.73
57.000,493.000,1990.000,54.000,55.000,8,0.000,1782.000,126.000,6.92,8.73
52.000,493.000,1988.000,54.000,56.000,8,0.000,1782.000,138.000,7.70,8.73
63.000,493.000,1988.000,54.000,56.000,8,0.000,1782.000,152.000,0.21,8.72
54.000,493.000,1982.000,55.000,56.000,8,0.000,1782.000,149.000,3.39,8.72
67.000,493.000,1982.000,54.000,56.000,8,0.000,1782.000,153.000,5.32,8.72
52.000,493.000,1982.000,54.000,55.000,8,0.000,1782.000,155.000,5.75,8.72
66.000,494.000,1994.000,55.000,56.000,8,0.000,1782.000,151.000,3.65,8.72
66.000,497.000,1988.000,55.000,56.000,8,0.000,1782.000,148.000,6.64,8.72
60.000,496.000,1982.000,55.000,56.000,8,0.000,1782.000,146.000,4.73,8.72
73.000,493.000,1982.000,55.000,56.000,8,0.000,1782.000,148.000,2.94,8.72
64.000,493.000,1986.000,55.000,56.000,8,0.000,1782.000,129.000,5.31,8.72
39.000,493.000,1876.000,55.000,55.000,7,0.000,1782.000,113.000,5.88,8.73
11.000,65.000,1734.000,54.000,56.000,8,0.000,1782.000,104.000,6.65,8.73
36.000,494.000,1978.000,55.000,56.000,8,0.000,1784.000,126.000,10.97,8.73
63.000,493.000,1982.000,54.000,55.000,8,0.000,1784.000,147.000,5.35,8.73
54.000,496.000,1936.000,54.000,56.000,8,0.000,1784.000,145.000,5.59,8.73
76.000,516.000,1982.000,54.000,55.000,8,0.000,1784.000,159.000,5.28,8.73
70.000,502.000,1984.000,54.000,56.000,8,0.000,1785.000,160.000,6.67,8.73
63.000,548.000,1980.000,54.000,56.000,9,0.000,1785.000,164.000,6.72,8.73
76.000,567.000,1986.000,54.000,56.000,9,0.000,1785.000,158.000,7.27,8.73
69.000,516.000,1982.000,54.000,56.000,8,0.000,1787.000,160.000,3.27,8.73
64.000,495.000,1982.000,55.000,55.000,9,0.000,1786.000,163.000,5.77,8.73
71.000,497.000,1980.000,55.000,56.000,8,0.000,1786.000,149.000,5.33,8.73
60.000,493.000,1980.000,54.000,56.000,7,0.000,1786.000,155.000,4.61,8.73
60.000,525.000,1980.000,54.000,56.000,8,0.000,1786.000,164.000,6.67,8.73
67.000,531.000,1980.000,54.000,56.000,9,0.000,1786.000,165.000,4.60,8.73
70.000,521.000,1984.000,54.000,56.000,9,0.000,1786.000,164.000,6.91,8.73
70.000,508.000,1982.000,55.000,56.000,8,0.000,1786.000,164.000,5.68,8.73
61.000,513.000,1978.000,54.000,56.000,9,0.000,1786.000,163.000,2.97,8.73
61.000,493.000,1986.000,55.000,56.000,8,0.000,1786.000,159.000,4.50,8.73
65.000,496.000,1980.000,55.000,56.000,8,0.000,1786.000,162.000,5.94,8.73
63.000,559.000,1992.000,55.000,56.000,9,0.000,1786.000,163.000,6.32,8.73
48.000,493.000,1988.000,54.000,56.000,8,0.000,1786.000,151.000,1.94,8.73
46.000,494.000,1980.000,54.000,56.000,8,0.000,1786.000,148.000,4.26,8.72
55.000,493.000,1990.000,54.000,55.000,8,0.000,1786.000,155.000,4.89,8.72
62.000,497.000,1980.000,55.000,56.000,8,0.000,1786.000,153.000,6.29,8.72
58.000,496.000,1982.000,55.000,56.000,8,0.000,1786.000,136.000,3.58,8.72
61.000,496.000,1982.000,55.000,56.000,8,0.000,1786.000,123.000,6.70,8.72
73.000,496.000,1982.000,55.000,55.000,8,0.000,1786.000,139.000,8.07,8.72
64.000,495.000,1980.000,54.000,55.000,8,0.000,1786.000,155.000,6.98,8.71
69.000,497.000,1982.000,54.000,56.000,8,0.000,1786.000,145.000,4.06,8.71
69.000,507.000,1982.000,54.000,55.000,8,0.000,1786.000,150.000,7.46,8.72
77.000,533.000,1982.000,55.000,56.000,8,0.000,1786.000,150.000,9.38,8.72
64.000,495.000,1982.000,55.000,56.000,8,0.000,1786.000,143.000,4.63,8.72
66.000,503.000,1982.000,55.000,56.000,8,0.000,1786.000,155.000,5.17,8.72
64.000,493.000,1982.000,54.000,55.000,8,0.000,1786.000,144.000,5.10,8.72
54.000,496.000,1978.000,55.000,56.000,8,0.000,1786.000,155.000,6.20,8.72
63.000,498.000,1980.000,54.000,56.000,8,0.000,1786.000,147.000,3.27,8.72
58.000,493.000,1980.000,55.000,56.000,8,0.000,1786.000,150.000,4.44,8.72
42.000,495.000,1978.000,55.000,56.000,8,0.000,1786.000,132.000,5.53,8.72
63.000,530.000,1992.000,55.000,56.000,8,0.000,1786.000,141.000,5.17,8.72
70.000,502.000,1992.000,54.000,56.000,8,0.000,1786.000,147.000,2.40,8.72
65.000,559.000,1990.000,54.000,56.000,8,0.000,1786.000,150.000,6.67,8.72
68.000,556.000,1982.000,55.000,56.000,8,0.000,1786.000,150.000,5.50,8.72
68.000,517.000,1990.000,55.000,56.000,8,0.000,1786.000,155.000,3.13,8.72
70.000,496.000,1988.000,55.000,56.000,8,0.000,1786.000,153.000,4.58,8.72
60.000,497.000,1980.000,54.000,56.000,8,0.000,1786.000,154.000,5.61,8.72
74.000,523.000,1984.000,54.000,56.000,8,0.000,1786.000,155.000,4.87,8.72
71.000,504.000,1982.000,55.000,56.000,8,0.000,1786.000,156.000,3.71,8.71
60.000,499.000,1980.000,55.000,56.000,8,0.000,1786.000,151.000,6.15,8.71
73.000,512.000,1982.000,54.000,55.000,8,0.000,1786.000,143.000,14.01,8.71
62.000,505.000,1984.000,55.000,56.000,8,0.000,1786.000,155.000,5.33,8.71
59.000,496.000,1980.000,55.000,56.000,8,0.000,1786.000,158.000,1.66,8.71
65.000,497.000,1982.000,55.000,56.000,8,0.000,1786.000,154.000,5.12,8.72
59.000,493.000,1980.000,54.000,56.000,8,0.000,1786.000,155.000,6.36,8.72
57.000,493.000,1980.000,54.000,56.000,8,0.000,1786.000,150.000,2.56,8.72
57.000,493.000,1986.000,55.000,56.000,8,0.000,1786.000,129.000,7.96,8.72
59.000,493.000,1986.000,55.000,56.000,8,0.000,1786.000,132.000,5.20,8.72
60.000,493.000,1990.000,54.000,55.000,8,0.000,1786.000,139.000,7.23,8.72
51.000,493.000,1980.000,55.000,56.000,8,0.000,1786.000,141.000,12.37,8.72
68.000,516.000,1982.000,55.000,56.000,8,0.000,1786.000,162.000,6.42,8.72
67.000,493.000,1982.000,55.000,56.000,8,0.000,1786.000,151.000,7.07,8.72
48.000,496.000,1980.000,54.000,56.000,8,0.000,1786.000,150.000,5.23,8.72
62.000,504.000,1980.000,54.000,56.000,8,0.000,1786.000,155.000,4.65,8.72
71.000,496.000,1982.000,55.000,56.000,8,0.000,1786.000,162.000,4.27,8.72
64.000,493.000,1982.000,54.000,56.000,8,0.000,1786.000,145.000,5.29,8.72
70.000,497.000,1984.000,55.000,56.000,8,0.000,1786.000,158.000,2.07,8.72
37.000,494.000,1978.000,55.000,56.000,8,0.000,1786.000,146.000,8.88,8.72
45.000,493.000,1980.000,54.000,56.000,8,0.000,1786.000,131.000,9.05,8.72
37.000,496.000,1988.000,54.000,56.000,8,0.000,1786.000,153.000,5.80,8.72
63.000,496.000,1984.000,54.000,56.000,8,0.000,1786.000,136.000,3.88,8.72
67.000,553.000,1982.000,54.000,56.000,8,0.000,1786.000,145.000,3.91,8.72
64.000,496.000,1982.000,55.000,56.000,8,0.000,1786.000,139.000,8.09,8.72
67.000,498.000,1992.000,54.000,56.000,8,0.000,1786.000,139.000,2.16,8.72
27.000,494.000,1988.000,54.000,55.000,7,0.000,1786.000,118.000,7.63,8.73
39.000,493.000,1986.000,55.000,56.000,7,0.000,1786.000,124.000,6.20,8.73
57.000,493.000,1980.000,54.000,55.000,8,0.000,1786.000,151.000,8.16,8.72
52.000,493.000,1978.000,54.000,56.000,8,0.000,1786.000,155.000,2.94,8.72
58.000,494.000,1988.000,54.000,55.000,8,0.000,1786.000,159.000,6.21,8.72
58.000,493.000,1978.000,55.000,56.000,8,0.000,1786.000,160.000,5.87,8.72
51.000,495.000,1986.000,55.000,56.000,8,0.000,1786.000,161.000,3.66,8.72
65.000,493.000,1980.000,54.000,56.000,8,0.000,1786.000,162.000,3.30,8.72
44.000,493.000,1986.000,54.000,56.000,8,0.000,1786.000,147.000,6.04,8.69
58.000,493.000,1992.000,55.000,56.000,8,0.000,1786.000,155.000,5.08,8.69
60.000,493.000,1980.000,54.000,56.000,8,0.000,1786.000,133.000,2.31,8.69
45.000,493.000,1978.000,54.000,56.000,8,0.000,1786.000,130.000,7.00,8.69
62.000,494.000,1980.000,54.000,56.000,8,0.000,1786.000,136.000,6.66,8.69
62.000,493.000,1980.000,54.000,56.000,8,0.000,1786.000,159.000,5.01,8.69
67.000,511.000,1980.000,55.000,56.000,8,0.000,1786.000,158.000,2.77,8.69
60.000,496.000,1982.000,55.000,56.000,8,0.000,1786.000,138.000,5.69,8.69
62.000,499.000,1980.000,54.000,56.000,8,0.000,1786.000,144.000,5.96,8.69
66.000,507.000,1982.000,54.000,56.000,8,0.000,1786.000,154.000,7.25,8.70
70.000,500.000,1982.000,55.000,56.000,8,0.000,1786.000,152.000,5.13,8.70
75.000,548.000,1982.000,55.000,56.000,8,0.000,1786.000,157.000,6.67,8.70
69.000,499.000,1990.000,55.000,56.000,8,0.000,1786.000,145.000,6.64,8.70
72.000,573.000,1982.000,55.000,56.000,8,0.000,1786.000,154.000,5.14,8.70
64.000,560.000,1980.000,55.000,56.000,9,0.000,1786.000,164.000,6.20,8.70
66.000,534.000,1980.000,55.000,56.000,8,0.000,1786.000,160.000,6.66,8.70
63.000,493.000,1982.000,54.000,56.000,8,0.000,1786.000,135.000,6.05,8.70
63.000,496.000,1980.000,55.000,56.000,8,0.000,1786.000,155.000,2.66,8.70
52.000,493.000,1980.000,54.000,56.000,8,0.000,1786.000,133.000,5.80,8.70
47.000,496.000,1978.000,55.000,56.000,8,0.000,1786.000,138.000,8.00,8.71
31.000,494.000,2052.000,55.000,56.000,7,0.000,1786.000,120.000,8.07,8.71
50.000,493.000,1978.000,54.000,56.000,8,0.000,1788.000,110.000,4.52,8.72
39.000,493.000,1990.000,54.000,56.000,7,0.000,1788.000,94.000,6.50,8.72
31.000,493.000,1990.000,55.000,56.000,7,0.000,1788.000,99.000,4.46,8.72
36.000,493.000,1988.000,54.000,55.000,7,0.000,1788.000,97.000,8.37,8.72
25.000,494.000,1978.000,54.000,56.000,7,0.000,1788.000,90.000,5.66,8.72
41.000,493.000,1978.000,54.000,56.000,7,0.000,1788.000,97.000,6.70,8.72
56.000,493.000,1980.000,54.000,56.000,7,0.000,1788.000,100.000,8.52,8.72
47.000,493.000,1980.000,54.000,56.000,7,0.000,1788.000,118.000,5.52,8.71
45.000,493.000,1976.000,54.000,56.000,8,0.000,1788.000,130.000,2.73,8.71
49.000,493.000,1990.000,54.000,56.000,8,0.000,1788.000,128.000,4.83,8.71
52.000,493.000,1976.000,54.000,56.000,8,0.000,1788.000,133.000,4.81,8.71
66.000,507.000,1988.000,55.000,56.000,8,0.000,1788.000,151.000,3.37,8.71
72.000,518.000,1982.000,55.000,56.000,9,0.000,1788.000,164.000,7.25,8.71
50.000,498.000,1982.000,55.000,56.000,8,0.000,1788.000,85.000,13.91,8.73
70.000,572.000,1990.000,54.000,56.000,8,0.000,1788.000,159.000,9.34,8.73
69.000,501.000,1984.000,54.000,56.000,8,0.000,1788.000,158.000,4.06,8.73
71.000,559.000,1982.000,55.000,56.000,9,0.000,1788.000,165.000,4.96,8.73
65.000,565.000,1980.000,54.000,56.000,9,0.000,1788.000,165.000,8.31,8.73
75.000,591.000,1992.000,55.000,56.000,9,0.000,1788.000,162.000,5.25,8.73
71.000,583.000,1982.000,55.000,56.000,9,0.000,1788.000,163.000,7.52,8.73
