UTIL. DA GPU,SCLK DA GPU,MCLK DA GPU,TEMP. DA GPU,TEMP. DE PONTO DE ACESSO DA GPU,ENERGIA DA GPU,VENT. DA GPU,UTIL. MEM. GPU,FPS,UTIL. DA CPU,UTIL. MEM. SISTEMA
57.000,493.000,1984.000,55.000,56.000,8,0.000,1823.000,145.000,6.81,8.82
32.000,528.000,1978.000,55.000,57.000,7,0.000,1823.000,122.000,5.54,8.82
42.000,493.000,1980.000,55.000,57.000,8,0.000,1823.000,119.000,4.89,8.82
63.000,496.000,1988.000,55.000,57.000,8,0.000,1823.000,129.000,10.60,8.82
61.000,496.000,1988.000,55.000,57.000,8,0.000,1823.000,132.000,6.75,8.82
46.000,496.000,1980.000,56.000,57.000,8,0.000,1823.000,133.000,7.72,8.82
45.000,496.000,1980.000,56.000,57.000,8,0.000,1823.000,138.000,9.06,8.82
45.000,493.000,1980.000,56.000,57.000,8,0.000,1823.000,132.000,9.99,8.82
37.000,493.000,1976.000,55.000,57.000,8,0.000,1823.000,136.000,5.39,8.82
61.000,493.000,1982.000,56.000,57.000,8,0.000,1823.000,133.000,7.83,8.82
65.000,493.000,1982.000,55.000,56.000,8,0.000,1823.000,142.000,4.75,8.82
50.000,493.000,1980.000,55.000,57.000,8,0.000,1823.000,138.000,4.08,8.82
54.000,493.000,1980.000,56.000,57.000,8,0.000,1823.000,136.000,8.35,8.82
44.000,493.000,1976.000,55.000,57.000,8,0.000,1823.000,141.000,9.36,8.82
47.000,519.000,1974.000,55.000,57.000,7,0.000,1823.000,129.000,17.53,8.82
49.000,493.000,1978.000,56.000,57.000,8,0.000,1823.000,144.000,8.95,8.82
53.000,496.000,1980.000,56.000,57.000,8,0.000,1823.000,146.000,6.62,8.82
60.000,493.000,1982.000,55.000,57.000,8,0.000,1823.000,146.000,14.29,8.82
66.000,495.000,1990.000,56.000,57.000,8,0.000,1823.000,156.000,10.19,8.82
50.000,493.000,1980.000,55.000,57.000,8,0.000,1823.000,152.000,7.83,8.82
69.000,503.000,1982.000,56.000,57.000,9,0.000,1823.000,162.000,4.59,8.82
59.000,493.000,1982.000,56.000,57.000,8,0.000,1823.000,147.000,9.77,8.82
59.000,506.000,1982.000,56.000,57.000,9,0.000,1831.000,156.000,7.43,8.82
59.000,506.000,1982.000,56.000,57.000,9,0.000,1831.000,156.000,7.43,8.82
58.000,494.000,1980.000,56.000,57.000,8,0.000,1831.000,162.000,7.24,8.82
58.000,494.000,1980.000,56.000,57.000,8,0.000,1831.000,162.000,7.24,8.82
30.000,494.000,1980.000,55.000,57.000,8,0.000,1831.000,149.000,6.34,8.83
39.000,493.000,1978.000,56.000,57.000,8,0.000,1831.000,143.000,4.47,8.83
38.000,493.000,1980.000,56.000,57.000,8,0.000,1831.000,136.000,7.32,8.83
47.000,493.000,1988.000,56.000,57.000,8,0.000,1823.000,149.000,8.56,8.83
47.000,493.000,1980.000,55.000,56.000,8,0.000,1823.000,149.000,4.51,8.82
62.000,493.000,1980.000,55.000,57.000,8,0.000,1823.000,118.000,19.17,8.83
61.000,493.000,1980.000,55.000,57.000,8,0.000,1823.000,106.000,17.37,8.82
52.000,493.000,1992.000,55.000,56.000,8,0.000,1823.000,137.000,5.79,8.82
73.000,495.000,1982.000,56.000,57.000,8,0.000,1823.000,147.000,8.17,8.82
69.000,493.000,1988.000,55.000,57.000,8,0.000,1823.000,144.000,7.75,8.82
68.000,499.000,1980.000,56.000,57.000,8,0.000,1823.000,136.000,6.90,8.82
63.000,496.000,1980.000,55.000,57.000,8,0.000,1823.000,137.000,9.77,8.82
60.000,493.000,1990.000,55.000,57.000,8,0.000,1823.000,127.000,10.29,8.82
55.000,493.000,1978.000,55.000,57.000,8,0.000,1823.000,147.000,5.81,8.82
41.000,493.000,1978.000,55.000,57.000,8,0.000,1823.000,133.000,6.91,8.82
44.000,493.000,1990.000,55.000,56.000,8,0.000,1823.000,137.000,10.02,8.82
50.000,493.000,1988.000,56.000,57.000,8,0.000,1823.000,137.000,8.27,8.82
57.000,493.000,1978.000,56.000,57.000,8,0.000,1823.000,151.000,5.50,8.82
66.000,493.000,1982.000,55.000,57.000,8,0.000,1823.000,150.000,6.23,8.82
72.000,501.000,1982.000,56.000,57.000,8,0.000,1823.000,158.000,9.00,8.82
63.000,494.000,1980.000,56.000,57.000,8,0.000,1823.000,156.000,6.61,8.82
70.000,496.000,1982.000,56.000,57.000,8,0.000,1823.000,155.000,6.65,8.82
74.000,502.000,1982.000,55.000,57.000,8,0.000,1823.000,156.000,8.03,8.82
73.000,497.000,1982.000,56.000,57.000,8,0.000,1823.000,157.000,6.06,8.82
66.000,497.000,1980.000,55.000,56.000,8,0.000,1823.000,155.000,6.45,8.82
66.000,499.000,1982.000,56.000,57.000,8,0.000,1823.000,158.000,10.26,8.82
68.000,504.000,1990.000,56.000,57.000,8,0.000,1823.000,158.000,4.75,8.82
75.000,509.000,1980.000,55.000,57.000,8,0.000,1823.000,160.000,11.52,8.82
70.000,508.000,1986.000,56.000,57.000,8,0.000,1823.000,161.000,8.76,8.82
71.000,509.000,1984.000,56.000,57.000,8,0.000,1823.000,159.000,6.23,8.82
76.000,508.000,1982.000,56.000,57.000,8,0.000,1823.000,155.000,5.05,8.82
72.000,493.000,1982.000,56.000,57.000,8,0.000,1823.000,149.000,7.85,8.82
56.000,493.000,1976.000,55.000,57.000,8,0.000,1823.000,154.000,7.52,8.82
71.000,507.000,1986.000,56.000,57.000,8,0.000,1823.000,145.000,7.16,8.82
61.000,496.000,1978.000,55.000,57.000,8,0.000,1823.000,139.000,9.93,8.82
69.000,497.000,1992.000,56.000,57.000,8,0.000,1823.000,132.000,10.89,8.81
61.000,498.000,1980.000,56.000,57.000,8,0.000,1823.000,128.000,6.49,8.81
76.000,501.000,1982.000,55.000,57.000,8,0.000,1823.000,119.000,9.28,8.81
62.000,493.000,1990.000,55.000,57.000,8,0.000,1823.000,116.000,8.37,8.81
70.000,555.000,1982.000,55.000,57.000,8,0.000,1823.000,111.000,15.93,8.81
56.000,493.000,1990.000,56.000,57.000,8,0.000,1823.000,121.000,8.31,8.81
49.000,493.000,1976.000,56.000,57.000,8,0.000,1823.000,126.000,8.82,8.81
74.000,498.000,1982.000,56.000,57.000,8,0.000,1823.000,124.000,5.58,8.81
41.000,494.000,1978.000,55.000,57.000,8,0.000,1823.000,138.000,8.69,8.81
71.000,505.000,1990.000,56.000,57.000,8,0.000,1823.000,124.000,10.45,8.81
61.000,496.000,1980.000,56.000,57.000,8,0.000,1823.000,123.000,6.07,8.81
63.000,493.000,1984.000,56.000,57.000,8,0.000,1823.000,111.000,9.62,8.81
52.000,493.000,1986.000,56.000,57.000,8,0.000,1823.000,113.000,9.81,8.81
50.000,493.000,1986.000,56.000,57.000,8,0.000,1823.000,122.000,7.36,8.82
56.000,494.000,1982.000,55.000,57.000,8,0.000,1823.000,122.000,8.45,8.82
63.000,493.000,1988.000,56.000,57.000,8,0.000,1823.000,121.000,8.30,8.82
65.000,497.000,1992.000,56.000,57.000,8,0.000,1823.000,128.000,8.64,8.82
66.000,496.000,1982.000,56.000,57.000,8,0.000,1823.000,141.000,9.10,8.82
59.000,496.000,1980.000,55.000,57.000,8,0.000,1823.000,128.000,7.27,8.82
57.000,496.000,1980.000,56.000,57.000,8,0.000,1823.000,146.000,6.86,8.82
65.000,493.000,1980.000,56.000,57.000,8,0.000,1823.000,144.000,6.43,8.82
78.000,518.000,1988.000,56.000,57.000,9,0.000,1823.000,153.000,5.14,8.82
62.000,493.000,1982.000,56.000,58.000,8,0.000,1823.000,146.000,7.95,8.81
60.000,497.000,1990.000,56.000,57.000,8,0.000,1823.000,150.000,8.21,8.82
67.000,496.000,1982.000,56.000,57.000,8,0.000,1823.000,150.000,6.95,8.82
71.000,494.000,1982.000,56.000,57.000,8,0.000,1823.000,154.000,9.02,8.82
61.000,496.000,1982.000,56.000,57.000,8,0.000,1823.000,152.000,12.74,8.82
52.000,496.000,1988.000,56.000,57.000,8,0.000,1823.000,151.000,7.41,8.82
52.000,496.000,1980.000,56.000,57.000,8,0.000,1823.000,157.000,8.30,8.82
55.000,493.000,1988.000,56.000,57.000,8,0.000,1823.000,158.000,9.14,8.82
62.000,493.000,1982.000,55.000,57.000,8,0.000,1823.000,163.000,9.73,8.82
42.000,493.000,1980.000,56.000,57.000,8,0.000,1823.000,165.000,3.92,8.82
56.000,493.000,1982.000,56.000,57.000,8,0.000,1823.000,158.000,9.72,8.82
57.000,495.000,1984.000,56.000,57.000,9,0.000,1823.000,159.000,7.88,8.82
44.000,493.000,1980.000,55.000,57.000,8,0.000,1823.000,149.000,6.23,8.82
64.000,509.000,1980.000,56.000,57.000,8,0.000,1823.000,155.000,5.95,8.82
57.000,493.000,1978.000,55.000,57.000,8,0.000,1823.000,144.000,11.56,8.82
71.000,556.000,1988.000,56.000,57.000,8,0.000,1823.000,139.000,5.50,8.82
67.000,520.000,1980.000,55.000,57.000,8,0.000,1823.000,163.000,7.77,8.82
62.000,523.000,1980.000,55.000,57.000,8,0.000,1823.000,160.000,7.84,8.82
71.000,503.000,1990.000,56.000,57.000,8,0.000,1823.000,147.000,6.78,8.82
62.000,494.000,1990.000,55.000,57.000,8,0.000,1823.000,150.000,6.67,8.82
69.000,493.000,1982.000,56.000,57.000,8,0.000,1823.000,140.000,7.89,8.82
73.000,499.000,1984.000,56.000,57.000,8,0.000,1823.000,141.000,7.59,8.82
62.000,493.000,1990.000,56.000,57.000,8,0.000,1823.000,161.000,6.79,8.82
65.000,496.000,1990.000,56.000,57.000,8,0.000,1823.000,165.000,7.89,8.82
52.000,493.000,1978.000,55.000,57.000,8,0.000,1823.000,163.000,6.18,8.82
66.000,496.000,1980.000,56.000,57.000,8,0.000,1823.000,165.000,7.63,8.82
62.000,532.000,1980.000,56.000,57.000,8,0.000,1823.000,160.000,4.55,8.82
72.000,515.000,1982.000,55.000,57.000,9,0.000,1823.000,165.000,7.49,8.82
68.000,516.000,1980.000,56.000,57.000,9,0.000,1823.000,165.000,7.28,8.82
74.000,498.000,1982.000,56.000,57.000,8,0.000,1823.000,165.000,7.01,8.76
75.000,520.000,1982.000,56.000,57.000,9,0.000,1823.000,165.000,10.47,8.65
67.000,522.000,1982.000,56.000,57.000,9,0.000,1823.000,164.000,7.76,8.67
72.000,504.000,1982.000,55.000,57.000,9,0.000,1823.000,165.000,4.88,8.66
67.000,515.000,1980.000,56.000,57.000,9,0.000,1823.000,165.000,6.66,8.67
68.000,508.000,1990.000,56.000,57.000,9,0.000,1823.000,165.000,6.98,8.67
0.000,7.000,1080.000,55.000,56.000,5,0.000,1823.000,57.000,16.87,8.66
75.000,545.000,1984.000,56.000,57.000,9,0.000,1823.000,141.000,8.23,8.66
44.000,493.000,1978.000,56.000,57.000,8,0.000,1820.000,101.000,8.78,8.66
58.000,501.000,1992.000,56.000,57.000,8,0.000,1820.000,120.000,8.09,8.66
42.000,540.000,1982.000,56.000,57.000,8,0.000,1820.000,125.000,8.61,8.66
60.000,496.000,1982.000,56.000,57.000,8,0.000,1820.000,111.000,7.02,8.66
9.000,51.000,1596.000,56.000,56.000,7,0.000,1820.000,95.000,10.16,8.66
54.000,495.000,1980.000,55.000,57.000,8,0.000,1820.000,118.000,7.54,8.66
54.000,495.000,1980.000,55.000,57.000,8,0.000,1820.000,118.000,7.54,8.66
70.000,498.000,1982.000,56.000,57.000,8,0.000,1820.000,140.000,8.97,8.66
48.000,684.000,1982.000,55.000,57.000,8,0.000,1820.000,145.000,10.59,8.66
65.000,498.000,1988.000,56.000,57.000,8,0.000,1820.000,153.000,7.78,8.66
0.000,0.000,1076.000,55.000,56.000,6,0.000,1820.000,90.000,12.34,8.66
65.000,493.000,1982.000,56.000,57.000,8,0.000,1820.000,142.000,7.75,8.66
70.000,493.000,1982.000,56.000,57.000,8,0.000,1820.000,157.000,8.60,8.66
66.000,520.000,1982.000,56.000,57.000,9,0.000,1820.000,164.000,3.75,8.65
70.000,503.000,1988.000,55.000,57.000,8,0.000,1820.000,147.000,6.72,8.65
55.000,493.000,1990.000,56.000,57.000,8,0.000,1820.000,156.000,6.07,8.65
37.000,493.000,890.000,55.000,56.000,7,0.000,1820.000,137.000,19.11,8.65
66.000,493.000,1976.000,56.000,57.000,8,0.000,1820.000,125.000,6.26,8.65
38.000,493.000,1978.000,56.000,57.000,8,0.000,1820.000,115.000,9.25,8.65
53.000,493.000,1988.000,56.000,57.000,8,0.000,1820.000,117.000,6.62,8.65
50.000,493.000,1988.000,56.000,57.000,8,0.000,1820.000,122.000,7.53,8.65
57.000,493.000,1980.000,56.000,57.000,8,0.000,1820.000,128.000,6.32,8.65
67.000,495.000,1982.000,56.000,57.000,8,0.000,1820.000,150.000,10.18,8.65
71.000,500.000,1990.000,56.000,57.000,9,0.000,1820.000,163.000,6.41,8.65
59.000,522.000,1982.000,56.000,57.000,9,0.000,1820.000,164.000,6.94,8.65
60.000,503.000,1980.000,56.000,57.000,9,0.000,1820.000,161.000,5.21,8.65
67.000,503.000,1982.000,56.000,57.000,8,0.000,1817.000,137.000,7.79,8.66
73.000,493.000,1984.000,55.000,57.000,9,0.000,1817.000,162.000,7.60,8.66
59.000,498.000,1982.000,56.000,57.000,9,0.000,1817.000,164.000,7.62,8.66
71.000,496.000,1984.000,56.000,57.000,9,0.000,1817.000,164.000,3.24,8.66
52.000,494.000,1854.000,55.000,57.000,8,0.000,1817.000,155.000,8.58,8.66
67.000,493.000,1974.000,56.000,57.000,8,0.000,1817.000,156.000,9.32,8.66
45.000,495.000,1978.000,55.000,57.000,8,0.000,1817.000,154.000,4.30,8.66
57.000,496.000,1980.000,56.000,57.000,8,0.000,1817.000,131.000,10.70,8.65
31.000,493.000,1978.000,55.000,56.000,7,0.000,1817.000,132.000,8.29,8.65
63.000,496.000,1982.000,56.000,57.000,8,0.000,1817.000,152.000,5.37,8.66
60.000,493.000,1980.000,56.000,57.000,8,0.000,1817.000,160.000,8.73,8.66
67.000,492.000,1982.000,55.000,57.000,8,0.000,1817.000,150.000,7.76,8.66
55.000,493.000,1990.000,56.000,57.000,8,0.000,1817.000,146.000,6.85,8.66
61.000,496.000,1980.000,55.000,57.000,8,0.000,1817.000,148.000,6.17,8.66
60.000,493.000,1980.000,55.000,57.000,8,0.000,1817.000,147.000,10.17,8.66
62.000,511.000,1980.000,56.000,57.000,8,0.000,1817.000,150.000,6.02,8.65
26.000,493.000,1550.000,56.000,57.000,8,0.000,1817.000,149.000,4.71,8.66
56.000,496.000,1978.000,55.000,57.000,8,0.000,1817.000,165.000,7.75,8.65
65.000,493.000,1982.000,56.000,57.000,8,0.000,1817.000,151.000,8.96,8.66
63.000,496.000,1988.000,56.000,57.000,8,0.000,1817.000,159.000,8.72,8.65
63.000,495.000,1988.000,56.000,57.000,8,0.000,1817.000,162.000,7.30,8.65
66.000,494.000,1980.000,56.000,57.000,8,0.000,1817.000,164.000,8.68,8.65
62.000,494.000,1980.000,56.000,57.000,8,0.000,1817.000,161.000,7.09,8.65
46.000,496.000,1890.000,56.000,57.000,8,0.000,1817.000,135.000,6.51,8.65
46.000,496.000,1986.000,56.000,57.000,8,0.000,1817.000,148.000,7.91,8.65
54.000,495.000,1978.000,56.000,57.000,8,0.000,1817.000,160.000,5.73,8.65
0.000,7.000,1172.000,56.000,56.000,7,0.000,1817.000,109.000,10.14,8.65
67.000,493.000,1344.000,55.000,56.000,7,0.000,1817.000,139.000,4.79,8.65
61.000,496.000,1338.000,56.000,56.000,7,0.000,1817.000,137.000,8.94,8.65
65.000,493.000,1344.000,55.000,56.000,7,0.000,1817.000,148.000,7.44,8.65
51.000,496.000,1342.000,55.000,56.000,7,0.000,1817.000,149.000,5.75,8.65
57.000,493.000,1342.000,55.000,56.000,7,0.000,1817.000,150.000,6.06,8.65
63.000,494.000,1338.000,55.000,56.000,7,0.000,1817.000,154.000,7.09,8.65
62.000,493.000,1336.000,55.000,56.000,7,0.000,1817.000,135.000,9.29,8.65
56.000,492.000,1338.000,55.000,56.000,7,0.000,1817.000,140.000,4.64,8.65
68.000,495.000,1344.000,55.000,56.000,7,0.000,1817.000,143.000,8.50,8.65
64.000,493.000,1338.000,55.000,56.000,7,0.000,1817.000,143.000,8.53,8.65
52.000,496.000,1338.000,55.000,56.000,7,0.000,1817.000,110.000,9.85,8.65
50.000,496.000,1338.000,55.000,56.000,7,0.000,1817.000,136.000,4.95,8.65
62.000,493.000,1980.000,55.000,56.000,8,0.000,1817.000,157.000,9.70,8.65
59.000,493.000,1338.000,55.000,56.000,7,0.000,1817.000,127.000,10.42,8.65
41.000,493.000,1990.000,56.000,56.000,8,0.000,1817.000,112.000,6.91,8.65
48.000,493.000,1988.000,55.000,56.000,8,0.000,1817.000,102.000,11.88,8.65
55.000,493.000,1980.000,56.000,56.000,8,0.000,1817.000,114.000,10.42,8.65
52.000,493.000,1990.000,56.000,57.000,8,0.000,1817.000,113.000,5.79,8.65
39.000,493.000,1990.000,56.000,57.000,7,0.000,1817.000,126.000,6.93,8.65
52.000,493.000,1988.000,56.000,57.000,8,0.000,1817.000,137.000,9.58,8.65
55.000,493.000,1980.000,55.000,57.000,8,0.000,1817.000,142.000,6.22,8.65
55.000,493.000,1990.000,55.000,57.000,8,0.000,1817.000,123.000,15.55,8.65
41.000,493.000,1338.000,55.000,56.000,7,0.000,1817.000,135.000,5.22,8.65
46.000,493.000,1978.000,56.000,56.000,8,0.000,1817.000,146.000,7.27,8.65
51.000,493.000,1980.000,55.000,57.000,8,0.000,1817.000,147.000,3.38,8.65
65.000,493.000,1982.000,55.000,56.000,8,0.000,1817.000,152.000,4.82,8.65
61.000,493.000,1982.000,56.000,57.000,8,0.000,1817.000,149.000,5.97,8.65
52.000,493.000,1980.000,56.000,57.000,8,0.000,1817.000,141.000,9.10,8.65
59.000,496.000,1980.000,56.000,57.000,8,0.000,1817.000,142.000,8.48,8.65
55.000,496.000,1980.000,56.000,57.000,8,0.000,1817.000,133.000,7.92,8.65
58.000,493.000,1990.000,56.000,57.000,8,0.000,1817.000,135.000,4.08,8.65
42.000,493.000,1980.000,56.000,57.000,8,0.000,1817.000,139.000,6.98,8.65
47.000,493.000,1978.000,55.000,57.000,8,0.000,1817.000,134.000,9.52,8.65
43.000,493.000,1990.000,55.000,57.000,8,0.000,1817.000,124.000,7.87,8.65
45.000,493.000,1980.000,55.000,57.000,8,0.000,1817.000,120.000,6.37,8.65
49.000,493.000,1988.000,55.000,57.000,8,0.000,1817.000,113.000,9.07,8.65
30.000,493.000,1978.000,55.000,57.000,8,0.000,1817.000,108.000,8.83,8.65
48.000,493.000,1980.000,56.000,57.000,7,0.000,1817.000,117.000,7.02,8.66
44.000,493.000,1988.000,55.000,57.000,8,0.000,1817.000,118.000,8.17,8.65
62.000,493.000,1980.000,55.000,56.000,8,0.000,1817.000,125.000,7.93,8.66
56.000,496.000,1990.000,56.000,57.000,8,0.000,1817.000,146.000,8.31,8.66
46.000,493.000,1344.000,56.000,57.000,7,0.000,1817.000,138.000,5.27,8.66
54.000,493.000,1988.000,56.000,57.000,7,0.000,1817.000,115.000,8.18,8.66
68.000,493.000,1984.000,55.000,57.000,8,0.000,1817.000,134.000,8.53,8.66
66.000,495.000,1982.000,55.000,57.000,8,0.000,1817.000,124.000,5.43,8.66
61.000,496.000,1980.000,56.000,57.000,8,0.000,1817.000,134.000,7.54,8.66
49.000,496.000,1980.000,56.000,57.000,8,0.000,1817.000,120.000,10.01,8.66
44.000,496.000,1990.000,56.000,57.000,8,0.000,1817.000,119.000,6.47,8.66
35.000,495.000,1072.000,55.000,56.000,6,0.000,1817.000,102.000,7.40,8.66
58.000,496.000,1072.000,55.000,56.000,7,0.000,1817.000,130.000,8.07,8.66
55.000,496.000,1078.000,55.000,56.000,7,0.000,1817.000,136.000,7.66,8.66
68.000,493.000,1988.000,56.000,57.000,8,0.000,1817.000,153.000,6.17,8.66
47.000,493.000,1978.000,55.000,56.000,8,0.000,1817.000,143.000,8.52,8.66
64.000,494.000,1982.000,56.000,57.000,8,0.000,1817.000,152.000,7.26,8.66
54.000,496.000,1988.000,56.000,57.000,8,0.000,1817.000,146.000,7.21,8.66
55.000,493.000,1980.000,55.000,57.000,8,0.000,1817.000,134.000,7.33,8.66
55.000,493.000,1980.000,56.000,57.000,8,0.000,1817.000,115.000,5.22,8.66
55.000,493.000,1980.000,56.000,57.000,8,0.000,1817.000,115.000,5.22,8.66
46.000,493.000,1982.000,55.000,57.000,8,0.000,1817.000,104.000,6.41,8.66
59.000,494.000,1978.000,55.000,57.000,8,0.000,1817.000,131.000,9.66,8.66
42.000,493.000,1982.000,55.000,57.000,8,0.000,1817.000,118.000,3.69,8.66
49.000,493.000,1954.000,56.000,57.000,7,0.000,1817.000,116.000,8.83,8.66
54.000,493.000,1980.000,55.000,57.000,8,0.000,1817.000,112.000,7.90,8.66
55.000,493.000,1980.000,55.000,57.000,8,0.000,1817.000,120.000,6.71,8.66
53.000,493.000,1982.000,56.000,57.000,8,0.000,1817.000,137.000,9.57,8.66
55.000,496.000,1984.000,55.000,57.000,8,0.000,1817.000,132.000,5.90,8.66
58.000,496.000,1986.000,55.000,57.000,8,0.000,1817.000,121.000,9.27,8.67
60.000,495.000,1980.000,55.000,57.000,8,0.000,1817.000,112.000,7.91,8.67
68.000,505.000,1988.000,55.000,57.000,9,0.000,1817.000,122.000,4.54,8.67
68.000,555.000,1980.000,56.000,57.000,9,0.000,1817.000,132.000,8.53,8.67
73.000,599.000,1990.000,56.000,57.000,9,0.000,1817.000,130.000,10.70,8.67
48.000,493.000,1980.000,56.000,57.000,8,0.000,1817.000,131.000,8.05,8.67
55.000,493.000,1980.000,55.000,57.000,8,0.000,1817.000,136.000,6.38,8.67
69.000,495.000,1982.000,55.000,57.000,8,0.000,1817.000,144.000,6.91,8.67
53.000,493.000,1980.000,56.000,57.000,8,0.000,1817.000,125.000,4.61,8.67
50.000,493.000,1980.000,55.000,57.000,8,0.000,1817.000,125.000,8.46,8.67
65.000,496.000,1980.000,56.000,57.000,8,0.000,1817.000,148.000,7.22,8.67
55.000,493.000,1988.000,56.000,57.000,8,0.000,1817.000,135.000,6.52,8.67
31.000,493.000,1986.000,55.000,57.000,8,0.000,1817.000,136.000,18.73,8.67
43.000,495.000,1980.000,55.000,56.000,7,0.000,1826.000,93.000,18.53,8.68
59.000,496.000,1982.000,56.000,57.000,8,0.000,1826.000,127.000,4.15,8.68
63.000,496.000,1992.000,55.000,57.000,8,0.000,1826.000,130.000,7.13,8.68
51.000,496.000,1978.000,55.000,57.000,8,0.000,1817.000,142.000,4.15,8.68
60.000,493.000,1982.000,56.000,57.000,8,0.000,1817.000,124.000,7.47,8.68
59.000,493.000,1980.000,56.000,57.000,8,0.000,1817.000,140.000,7.61,8.68
49.000,493.000,1980.000,55.000,57.000,8,0.000,1817.000,117.000,6.60,8.68
61.000,493.000,1988.000,55.000,57.000,8,0.000,1817.000,130.000,10.95,8.68
42.000,493.000,1978.000,56.000,57.000,8,0.000,1818.000,122.000,9.16,8.68
61.000,494.000,1982.000,56.000,57.000,8,0.000,1818.000,140.000,6.23,8.68
51.000,495.000,1980.000,56.000,57.000,8,0.000,1818.000,133.000,8.41,8.68
66.000,493.000,1982.000,55.000,57.000,8,0.000,1818.000,138.000,6.87,8.68
57.000,493.000,1982.000,56.000,57.000,8,0.000,1818.000,124.000,11.88,8.68
69.000,493.000,1988.000,55.000,56.000,8,0.000,1818.000,141.000,8.56,8.68
57.000,493.000,1980.000,56.000,57.000,8,0.000,1818.000,138.000,7.28,8.68
54.000,495.000,1980.000,55.000,57.000,8,0.000,1818.000,147.000,6.03,8.68
54.000,493.000,1990.000,56.000,57.000,8,0.000,1818.000,134.000,11.25,8.68
56.000,496.000,1980.000,56.000,57.000,8,0.000,1818.000,125.000,10.91,8.68
48.000,496.000,1980.000,56.000,57.000,8,0.000,1818.000,133.000,6.95,8.68
54.000,493.000,1982.000,56.000,57.000,8,0.000,1818.000,133.000,7.05,8.68
68.000,496.000,1982.000,55.000,57.000,8,0.000,1818.000,111.000,12.23,8.68
42.000,493.000,1980.000,55.000,57.000,8,0.000,1818.000,98.000,16.66,8.68
45.000,493.000,1344.000,56.000,56.000,7,0.000,1818.000,104.000,8.44,8.68
76.000,497.000,1984.000,56.000,57.000,8,0.000,1818.000,105.000,9.55,8.68
36.000,493.000,1990.000,56.000,56.000,8,0.000,1818.000,102.000,9.14,8.68
56.000,493.000,1984.000,56.000,57.000,8,0.000,1817.000,119.000,8.08,8.68
63.000,493.000,1992.000,56.000,57.000,8,0.000,1817.000,123.000,8.55,8.68
74.000,497.000,1984.000,55.000,57.000,8,0.000,1817.000,131.000,8.56,8.68
63.000,493.000,1982.000,55.000,57.000,8,0.000,1817.000,124.000,6.97,8.68
57.000,493.000,1978.000,55.000,57.000,8,0.000,1817.000,120.000,9.19,8.68
71.000,498.000,1338.000,55.000,56.000,8,0.000,1817.000,131.000,10.94,8.68
60.000,510.000,1338.000,55.000,56.000,7,0.000,1817.000,132.000,7.18,8.68
60.000,493.000,1980.000,55.000,57.000,8,0.000,1817.000,128.000,10.53,8.68
51.000,496.000,1978.000,55.000,57.000,8,0.000,1817.000,128.000,8.25,8.68
57.000,496.000,1978.000,56.000,57.000,8,0.000,1817.000,122.000,9.44,8.68
47.000,493.000,1978.000,56.000,57.000,8,0.000,1817.000,110.000,8.52,8.68
55.000,493.000,1978.000,56.000,57.000,8,0.000,1817.000,131.000,6.45,8.68
70.000,501.000,1982.000,56.000,57.000,8,0.000,1817.000,140.000,9.34,8.67
70.000,494.000,1990.000,56.000,57.000,8,0.000,1817.000,129.000,8.61,8.68
69.000,497.000,1982.000,56.000,57.000,8,0.000,1817.000,131.000,7.60,8.67
69.000,494.000,1982.000,56.000,57.000,8,0.000,1817.000,163.000,6.81,8.67
60.000,493.000,1990.000,56.000,57.000,8,0.000,1817.000,165.000,4.77,8.67
54.000,493.000,1978.000,55.000,57.000,8,0.000,1817.000,164.000,7.19,8.67
62.000,493.000,1992.000,56.000,57.000,8,0.000,1817.000,164.000,4.88,8.67
50.000,493.000,1982.000,56.000,57.000,8,0.000,1817.000,152.000,11.48,8.67
73.000,559.000,1986.000,55.000,57.000,8,0.000,1817.000,162.000,5.31,8.67
77.000,528.000,1986.000,56.000,57.000,9,0.000,1817.000,159.000,8.77,8.67
70.000,548.000,1990.000,56.000,57.000,8,0.000,1817.000,156.000,8.00,8.67
63.000,563.000,1980.000,55.000,57.000,9,0.000,1817.000,163.000,7.74,8.67
76.000,626.000,1984.000,56.000,57.000,9,0.000,1817.000,164.000,7.13,8.67
69.000,589.000,1980.000,56.000,57.000,9,0.000,1817.000,165.000,6.43,8.67
56.000,569.000,1980.000,56.000,57.000,9,0.000,1817.000,165.000,10.73,8.67
73.000,543.000,1982.000,56.000,57.000,9,0.000,1817.000,165.000,6.50,8.68
68.000,526.000,1982.000,56.000,57.000,9,0.000,1817.000,165.000,7.93,8.68
71.000,546.000,1982.000,56.000,57.000,9,0.000,1817.000,165.000,8.14,8.68
72.000,528.000,1982.000,56.000,57.000,9,0.000,1817.000,156.000,8.18,8.68
61.000,541.000,1980.000,56.000,57.000,9,0.000,1817.000,165.000,4.43,8.68
65.000,545.000,1982.000,55.000,57.000,8,0.000,1817.000,165.000,7.35,8.68
65.000,545.000,1982.000,55.000,57.000,8,0.000,1817.000,165.000,7.35,8.68
74.000,520.000,1982.000,56.000,57.000,8,0.000,1817.000,165.000,8.40,8.68
70.000,515.000,1982.000,56.000,57.000,8,0.000,1817.000,165.000,6.78,8.68
74.000,499.000,1986.000,56.000,57.000,8,0.000,1817.000,164.000,7.91,8.68
54.000,495.000,1338.000,55.000,56.000,6,0.000,1817.000,54.000,14.79,8.68
